ID,TITLE,LOCATION,SALARY,SUMMARY
55584c627df1acaa,데이터 분석가/사이언티스트(신입/인턴 가능),쏘카 대한민국,,"Sheet) 등 데이터 분석 도구를 원활히 다루시거나, 앞으로 원활히 다루고자 하는 의지가 높으신 분 • Python, R 등의 프로그래밍 언어 혹은 데이터 분석 언어를 1개 이상 능숙하게 사용 가능하신 분 전형절차 서류..."
89f3e10d77a126bf,Field Service Engineer,Nearfield Instruments 경기도 용인,,"troubleshooting. Preferably to have coding capability (Matlab, Python...etc... data analysis, visualization, and algorithm..."
927f2dac5dd73d7b,2021년도 상반기 한전KDN 신입사원,한전KDN 대한민국,,"+ SQL 1문제(Lev2) ㆍ언어종류 : 프로그래밍 - C, C++, Java, Javascript, Python, python3 SQL - MySQL, Oracle ㆍ개인별 언어 선택 후 테스트 진행 [약 3시간(준비..."
dfb20fa220f3c478,"빅데이터, 인공지능(AI) 외 신입/경력 인턴",스칼라웍스 대한민국,,인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
18f62dc644a89e0c,2021 Global Data Internship - Seoul (Kor...,Bloomberg 서울,,"work experience using one or more programming language (e.g. Python, JavaScript, SQL, etc.) Prior coursework or involvement..."
6aebabcddef7f514,Field Application Engineer,Nearfield Instruments 경기도 용인,,"troubleshooting. Preferably to have coding capability (Matlab, Python...etc... data analysis, visualization, and algorithm..."
3dd55c5b6662b04c,데이터 분석 인턴(체험형),네이버 서울,,"통계, 컴퓨터공학 등 관련 전공 석사 이상 재학중인 분 - 데이터 분석 관련 인턴 업무를 경험해보신 분 - Python/R 등을 이용한 데이터 분석 업무가 가능하신 분 - 데이터를 통해 비즈니스/일상의 문제를 분석하고 실제로..."
b4be3857b0ecac58,[명지대학교 영재교육센터] STEAM(융합)교육 교사 (에이쳐),명지대학교 과학영재교육센터 용인 처인구,,교원자격증 소지자 - 관련 전공 석사 및 박사 - 인공지능(AI)에 대한 관심 또는 경험자 - Python / Tensorflow / C / C++ / HTML5 / CSS / Java / Javascript 등...
69ab0f58743cb713,21년 전문연구요원 (AI엔지니어),Nexon 성남 분당구,,"대상자 - 병역의무가 없거나 면제된 분, 병역의 의무를 마치신 분은 본 공고의 대상에서 제외됨 - Python에 숙련된 프로그래밍 능력과 머신러닝 라이브러리 활용 경험 - 머신러닝과 강화학습에 관련된 지식 습득 혹은..."
afeaf9f2fdda7973,"Engr, Apps Dev 3",KLA-Tencor 대한민국,,"working effectively with different cultures. Matlab/ Python experience is a plus. We offer a competitive, family friendly..."
6d2542e38cfca6e3,Deep Learning Engineer Intern,Intel 4.1 서울,,optimization strategies Programming skills with Python/C++ Experience working with one or more deep learning frameworks...
eac8df14b522d84c,마케팅분야 경력직 (퍼포먼스/컨텐츠/CRM/마케팅 디자인),LG전자 3.8 서울특별시,,자사 앱 기반의 소비자 대응 및 관리 경험이 있으신 분 - 데이터 시각화 솔루션 경험이 있으신 분 - Python/R활용한 분석 업무 경험이 있으신 분 - 통계학 / 산업공학 / 수학전공자 (3)콘텐츠 마케팅 자격 요건...
a8f6efdd73ac2ab2,퀀트운용본부 경력사원,디비자산운용 대한민국,,"4년 이상 - 주식 및 시장에 대한 퀀트 / 계량적 접근방식 유경험자 - 프로그래밍 능력(VBA, R, Python 등) 보유 및 모델개발 경험자 우대 - 투자자산운용사 자격 보유자 - 영어 활용능력 우수자 우대 4. 전..."
e4fccfd80efcd516,직원,오송첨단의료산업진흥재단 청주 흥덕구,,"기반 분석 1명 우대사항 · 단백질 발현, 정제 및 3차구조 분석 경력자 · Python 등 다양한 프로그램 언어 분야 경력자 우대자격증 · Python 등 다양한 프로그램 언어 교육 수료증 · 단백질 정제 관련 교육 수료증..."
9acc17c535b42959,2021년 (신입) 전문연구요원 모집,NHN 4.4 성남 판교역,,"경험 - 병특 전문연구요원 - Python/C++/Java/C# 개발... 유연한 사고와 원활한 커뮤니케이션 능력 우대 - C/C++, Python 등 개발 숙련자 우대 [클라우드 인프라 서비스 개발] Job..."
3330430ae94277db,[타다]데이터 분석가/사이언티스트,쏘카 대한민국,,"통계에 대한 지식 및 머신러닝에 대한 지식을 보유하고 있으며, 데이터 분석 실무 경험이 풍부하신 분 • R, Python(Pandas, Numpy, Scikit-learn) 등의 데이터 분석을 위한 언어를 1개 이상 능숙하게..."
04d685fc70b67d4e,Linux/Python/PHP/MySQL/백엔드 정규직 경력,일루미나리안 용인 보정동,,"보유 - DBMS(MySQL or MariaDB), scripting Language: bash, python, OOP 언어 중 가능자 - Back-End 서버를 개발해 보신 분 [우대사항] - Go(aka GoLang..."
233bbfd9781e846d,"Engr, Tech Supp 3",KLA-Tencor 대한민국,,background Excel macro/code development for log analysis Python Database development for production Open to NCG (New College...
9a22463bc591929d,대기업 빅데이터 분석 전문가,국내 대기업 / 화물 운송업 / 조단위 이상 매출 기업 서울 중구,,"서비스 분석 경험자 우대 • 요구조건 - 대용량 DBMS 처리 - 분석 지원 언어/패키지(SQL/SAS/R/ Python/Spark) 사용가능자 또는 자격증 보유자 - 빅데이터 Tool (Hadoop, Hive, Hbase..."
eeb9fe1c361f0758,정보보안 담당자,Nexon 성남 분당구,,보안 이벤트 분석 또는 상관관계 이벤트 분석 능력 보유 - OS 및 네트워크 관련 기초 지식 보유 - python 등의 간단한 스크립트 작성 능력보유 - 타인과의 원활한 커뮤니케이션 자세 - 새로운 기술에 대한 적극적...
02eeb14921bf1b94,"데이터 관련(엔지니어, 사이언티스트, 마케팅 직무) 경력사원",LG전자 3.8 서울 중구,,"필요 ④ Python, Java 등 프로그래밍 언어 역량 필요 2) Data scientist ① 빅데이터 분석/관리 및 관련 업무 경험 보유자 ② 통계 및 머신러닝 역량 필요 ③ SQL 역량 우대 ④ Python, R 등..."
e934bb33ef71dacb,[EY한영] 금융감사본부 Data Analytics 전문 경력직 모집,Ernst & Young 4.0 대한민국,,총계정원장조정 경험자 - Python/R 등 프로그램 언어 활용 능력... PowerBI... Tableau Experience with Python/ R or other programming languages...
a10f8693c8c135ef,본사 주요부문별 경력직,KB증권 대한민국,,"자격요건 (필요역량) - 데이터분석 업무에 대한 경험 - 데이터 추출, 분석역량(SQL, SAS, R, Python, HUE 등 활용) 또는 데이터분석 경험 보유 - 분석 지향적 태도 및 협업 분석이 가능한 팀워크 보유..."
b5b88516a299bbb2,(주)신세계아이앤씨 경력사원 상시,신세계아이앤씨 서울 중구,,"0명 공통사항 -. 자동화 Tool에 대한 이해 보유자 -. JAVA, C, JavaScript, Python, HTML, JSP 등 프로그래밍 언어 개발 경험자... Process 및 Process Mangement에..."
6531d039395a3ffe,"토탈제어시스템, 임베디드(Embedded) 외 신입/경력 인턴",엔아이스퀘어 광주 광산구,,"개발에 참여할 많은 분들의 도전을 기다립니다. 2. LabVIEW, Python 가능자 우대 엔아이스퀘어 토탈제어시스템, 임베디드(Embedded... 니다. 2. LabVIEW, Python 가능자 우대 [우대사항] 전공..."
be07fe098a9266a8,Summer Internship: SW Engineer,Fasoo 서울 마포구,"월급 1,850,000원","Knowledge... syntax of languages... Java, C/C++ or Python. * Korean language fluency: should be able to communicate..."
60e75853daa18533,AI 비전 인식 시스템 및 아키텍쳐 설계 알고리즘 개발,국내 대기업 / 화물 운송업 / 조단위 이상 매출 기업 서울 중구,,"제어 SW 개발 또는 구축 프로젝트 경험자 • 요구조건 - 프로그래밍 언어 활용 능력(C / C++, Python) - 주요 머신러닝 및 비전 패키지 활용 능력 - 리눅스OS 기반 개발 - 임베디드 시스템 개발 - DB..."
1a78e2314b6c0ad4,2021년 광학솔루션사업부 수시 Inno-STEP(연계형 인턴십),LG이노텍 4.1 경기도 안산,,"를 활용한 Data 분석/Deep Learning 알고리즘 설계 ※ S/W 활용능력 우대: R, Python 등 ※ 영어회화자격 보유자 우대 (토익스피킹 기준 Level 5 이상, OPIc 기준 IL 이상) - 광학솔루션..."
78e99625e5de3c95,전문연구요원 (병역특례) 수시 (AI / HW 분야),딥엑스 성남 분당구,"연봉 40,000,000원 - 100,000,000원","모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, python, perl 사용 원활..."
089931931a0474d5,소형전지사업부/기술혁신센터,삼성SDI 3.9 충청남도 천안,,"천안 전공분야 - 컴퓨터/시스템 전자/전기 기계/산공 전문지식 - Java, C#, C++, Python - Oracle (PL/SQL) - Automod, VisualComponent - 통신프로그래밍 경험..."
5d586ea25719e960,[Papago] 파파고 머신러닝(컴퓨터비전) 엔지니어 체험형 인턴,네이버 서울,,"enhnacement [자격요건] · (학부/대학원) 컴퓨터비전/신호처리 관련 전공으로 재학 혹은 졸업하신 분 · Python 등의 프로그래밍 언어를 다루실 수 있는 분 · TensorFlow, PyTorch 등의 딥러닝..."
